file_name,column_name,description,data_type,units,allowed_values_or_range,missing_value_meaning,source_or_derivation
data/processed/preferred_frequency.csv,n_pass_nrmse,Number of saved rows satisfying 0 <= NRMSE <= 0.3,integer,count,0..10000,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/preferred_frequency.csv,n_retained,Number of saved rows retained after both PSF quality rules,integer,count,0..10000,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/preferred_frequency.csv,n_excluded,Number of saved rows rejected by either PSF quality rule,integer,count,0..10000,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/preferred_frequency.csv,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/display_calibration.csv,condition_id,"Pseudonymous participant-luminance identifier, not chronological session order",string,,conditions.json,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/display_calibration.csv,participant_id,Public participant identifier; P01-P04 correspond to manuscript Subjects 1-4,string,,P01|P02|P03|P04,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/display_calibration.csv,luminance_cd_m2,Luminance condition used by the supplied plotting/analysis configuration,number,cd/m^2,>0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/display_calibration.csv,background_intensity_source,Background display intensity used in operational contrast normalization,number,dimensionless source intensity,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/display_calibration.csv,max_monitor_cd_m2_source,Source maximum-monitor setting; not an independently verified per-trial calibration measurement,number,cd/m^2,400|500 observed,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/display_calibration.csv,raw_frequency_divisor,Divisor converting trial source_col_15 to ordinary cycles/degree before existing three-decimal rounding,number,source frequency units per cycles/degree,31.5,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/staircase_reversals.csv,condition_id,"Pseudonymous participant-luminance identifier, not chronological session order",string,,conditions.json,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/staircase_reversals.csv,participant_id,Public participant identifier; P01-P04 correspond to manuscript Subjects 1-4,string,,P01|P02|P03|P04,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/staircase_reversals.csv,staircase_id,Unique public staircase identifier combining source file and within-file code,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/staircase_reversals.csv,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/staircase_reversals.csv,reversal_number_detected,"One-based ordinal from supplied count_reversals_HighLow, including additional detected reversals",integer,reversal index,>=1,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/staircase_reversals.csv,trial_within_staircase,One-based trial position after grouping a file by staircase code; not a global trial ID,integer,trial index,>=1,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/staircase_reversals.csv,source_row,Original one-based row in the source numeric trial matrix,integer,row index,>=1,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/staircase_reversals.csv,contrast_normalized_source,Operational source contrast: (source_col_06 - background_intensity_source)/(1-background_intensity_source); physical calibration not assumed,number,dimensionless source contrast,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/staircase_reversals.csv,in_last8_point_estimate,Detected reversal lies among the final eight; independent of whether staircase was excluded,boolean,,True|False,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/staircase_reversals.csv,staircase_included,Staircase contributes to the primary CSF,boolean,,True|False,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/staircase_summary.csv,condition_id,"Pseudonymous participant-luminance identifier, not chronological session order",string,,conditions.json,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/staircase_summary.csv,participant_id,Public participant identifier; P01-P04 correspond to manuscript Subjects 1-4,string,,P01|P02|P03|P04,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/staircase_summary.csv,staircase_id,Unique public staircase identifier combining source file and within-file code,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/staircase_summary.csv,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
